Species	F1	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F2	F3	F4	F5	F6	F7	F8	F9	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S4	S5	S6	S7	S8	S9
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Rhodobacterales;F__Paracoccaceae;G__Paracoccus;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Rhodobacterales;F__Paracoccaceae;G__Amaricoccus;S__Amaricoccus kaplicensis strain Ben101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Rhodobacterales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;__;__	0.0	0.0	2.0	0.0	66.0	16.0	0.0	0.0	15.0	36.0	17.0	4.0	0.0	0.0	95.0	14.0	0.0	0.0	125.0	6148.0	5785.0	5116.0	2644.0	5106.0	14733.0	7438.0	4548.0	1570.0	2312.0	3779.0	6449.0	8688.0	5092.0	7532.0	2611.0	3075.0	8509.0	1774.0	4066.0	9031.0	2063.0	10993.0	5956.0	2525.0	4493.0	6403.0	4465.0	2527.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Steroidobacterales;F__Steroidobacteraceae;G__Steroidobacter;S__Steroidobacter flavus strain CPCC 100154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae;__;__	37.0	71.0	125.0	252.0	72.0	15.0	67.0	12.0	143.0	72.0	0.0	51.0	57.0	31.0	39.0	19.0	0.0	9.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae;G__Desulfovibrio;__	0.0	0.0	0.0	0.0	185.0	319.0	17.0	100.0	499.0	255.0	8.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Enterobacterales;F__Erwiniaceae;G__Pantoea;S__Pantoea piersonii strain IIIF1SW-P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Enterobacterales;F__Erwiniaceae;G__Pantoea;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Enterobacterales;F__Yersiniaceae;G__Serratia;S__Serratia aquatilis strain 2015-2462-01	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Enterobacterales;F__Enterobacteriaceae;__;__	11.0	58.0	4.0	0.0	5.0	18.0	0.0	0.0	0.0	37.0	109.0	0.0	20.0	0.0	0.0	0.0	0.0	321.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Cellvibrionales;F__Cellvibrionaceae;G__Marinimicrobium;S__Marinimicrobium locisalis strain ISL-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Alteromonadales;F__Idiomarinaceae;G__Idiomarina;S__Idiomarina baltica OS145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Cellvibrionales;F__Halieaceae;G__Haliea;S__Haliea atlantica strain SM1351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Pseudomonadales;F__Marinobacteraceae;G__Marinobacter;S__Marinobacter panjinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Vibrionales;F__Vibrionaceae;G__Vibrio;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Chromatiales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Campylobacterota;C__Epsilonproteobacteria;O__Campylobacterales;F__Helicobacteraceae;G__Helicobacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Campylobacterota;C__Epsilonproteobacteria;O__Campylobacterales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	18.0	860.0	29.0	53.0	139.0	39.0	230.0	164.0	101.0	286.0	120.0	144.0	326.0	644.0	109.0	488.0	164.0	0.0	275.0	208.0	128.0	523.0	133.0	302.0	272.0	225.0	40.0	61.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfovibrionia;O__Desulfovibrionales;__;__;__	3.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Campylobacterota;C__Epsilonproteobacteria;O__Campylobacterales;F__Sulfurospirillaceae;G__Sulfurospirillum;S__Sulfurospirillum alkalitolerans strain HTRB-L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1146.0	451.0	1582.0	770.0	2128.0	524.0	561.0	1479.0	2087.0	1763.0	1490.0	946.0	665.0	605.0	572.0	1161.0	360.0	945.0	170.0	939.0	201.0	1873.0	57.0	80.0	2147.0	1579.0	2151.0	1474.0	689.0
K__Bacteria;P__Campylobacterota;C__Epsilonproteobacteria;O__Campylobacterales;F__Hydrogenimonadaceae;G__Hydrogenimonas;S__Hydrogenimonas thermophila strain EP1-55-1%	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;F__Weeksellaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	93.0	4436.0	295.0	423.0	1531.0	621.0	2234.0	50.0	218.0	9457.0	168.0	432.0	225.0	221.0	236.0	159.0	538.0	32.0	553.0	1780.0	88.0	4748.0	1456.0	232.0	737.0	1018.0	597.0	0.0
K__Bacteria;P__Bacteroidota;C__Chitinophagia;O__Chitinophagales;F__Chitinophagaceae;G__Flavisolibacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Chitinophagia;O__Chitinophagales;F__Chitinophagaceae;G__Flavisolibacter;S__Flavisolibacter metallilatus strain TX0661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Chitinophagia;O__Chitinophagales;F__Chitinophagaceae;G__Sediminibacterium;S__Sediminibacterium aquarii strain AA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Chitinophagia;O__Chitinophagales;F__Chitinophagaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Chitinophagia;O__Chitinophagales;F__Chitinophagaceae;G__Ferruginibacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Spodiobacter;S__Spodiobacter cordis strain PAGU 1467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	118.0	0.0	21.0	40.0	0.0	13.0	29.0	29.0	56.0	0.0	20.0	31.0	62.0	32.0	51.0	41.0	0.0	0.0	0.0	0.0	50.0	0.0	14.0	42.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;F__Weeksellaceae;G__Chryseobacterium;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	121.0	0.0	56.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	8.0	32.0	0.0	0.0	0.0	34.0	92.0	0.0	0.0	39.0	11.0	0.0	8.0	146.0	0.0	13.0	0.0	0.0	0.0	41.0	0.0	109.0	0.0	0.0	37.0	0.0	5.0	0.0
K__Bacteria;P__Bacillota;C__Negativicutes;O__Selenomonadales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfomonilia;O__Desulfomonilales;F__Desulfomonilaceae;G__Desulfomonile;S__Desulfomonile limimaris strain DCB-M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Cytophagia;O__Cytophagales;F__Hymenobacteraceae;G__Adhaeribacter;S__Adhaeribacter aerophilus strain 6424S-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Cytophagia;O__Cytophagales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Cytophagia;O__Cytophagales;F__Cytophagaceae;G__Spirosoma;S__Spirosoma migulaei strain 15J9-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfuromonadia;O__Desulfuromonadales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Betaproteobacteria;O__Neisseriales;F__Neisseriaceae;G__Neisseria;S__Neisseria skkuensis strain SMC-A9199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5503.0	5113.0	6668.0	583.0	2428.0	2465.0	12288.0	5432.0	353.0	4999.0	8215.0	6038.0	2895.0	11935.0	14980.0	5843.0	7220.0	19366.0	115.0	6747.0	1415.0	2108.0	10312.0	7490.0	5832.0	10152.0	14319.0	3319.0	412.0
K__Bacteria;P__Thermodesulfobacteriota;C__Desulfobulbia;O__Desulfobulbales;F__Desulfobulbaceae;G__Desulfogranum;S__Desulfogranum aggregans strain SM40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Erysipelotrichia;O__Erysipelotrichales;F__Erysipelotrichaceae;G__Solobacterium;S__Solobacterium moorei strain JCM 10645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	20.0	0.0	72.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	4.0	0.0
K__Bacteria;P__Cyanobacteriota;C__Cyanophyceae;O__Oscillatoriales;F__Microcoleaceae;G__Planktothrix;S__Planktothrix iranica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Acidobacteriota;C__Vicinamibacteria;O__Vicinamibacterales;F__Vicinamibacteraceae;G__Vicinamibacter;S__Vicinamibacter silvestris strain Ac_5_C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Lachnospirales;F__Lachnospiraceae;G__Blautia;S__Blautia provencensis strain Marseille-P3502	1089.0	5367.0	1588.0	2502.0	685.0	1569.0	733.0	277.0	3532.0	3299.0	2650.0	1030.0	792.0	1772.0	1525.0	2453.0	3707.0	7010.0	2245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
K__Bacteria;P__Spirochaetota;C__Spirochaetia;O__Spirochaetales;F__Breznakiellaceae;G__Helmutkoenigia;S__Helmutkoenigia isoptericolens strain SPIT5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Spirochaetota;C__Spirochaetia;O__Spirochaetales;F__Breznakiellaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Bacilli;O__Lactobacillales;F__Streptococcaceae;G__Lactococcus;S__Lactococcus kimchii strain S13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Bacilli;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	10.0	0.0
K__Bacteria;P__Bacillota;C__Negativicutes;O__Selenomonadales;F__Selenomonadaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	842.0	0.0	0.0	0.0	0.0	4.0	374.0	29.0	0.0	42.0	163.0	37.0	210.0	56.0	671.0	97.0	0.0	0.0	13.0	68.0	96.0	12.0	106.0	250.0	24.0	15.0	0.0
K__Bacteria;P__Acidobacteriota;C__Blastocatellia;O__Blastocatellales;F__Blastocatellaceae;G__Aridibacter;S__Aridibacter nitratireducens strain A_24_SHP_-5_238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Actinomycetota;C__Actinomycetes;__;__;__;__	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	142.0	112.0	59.0	698.0	524.0	57.0	190.0	90.0	139.0	1254.0	388.0	377.0	144.0	30.0	97.0	72.0	32.0	103.0	2420.0	67.0	67.0	129.0	38.0	41.0	456.0	151.0	129.0	50.0	405.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__Oscillospiraceae;G__Ruminococcoides;S__Ruminococcoides bili strain IPLA60002	1483.0	42.0	1518.0	5130.0	163.0	716.0	2322.0	48.0	2826.0	2206.0	2882.0	1175.0	1206.0	1818.0	277.0	627.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Peptostreptococcales;__;__;__	0.0	0.0	0.0	0.0	175.0	337.0	0.0	30.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
